id,gloss,replacement,stem,part_of_speech,speaker_id,utterance_id,token_order,corpus_id,transcript_id,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,utterance_type,collection_id,collection_name,english,prefix,suffix,num_morphemes,language,corpus_name,clitic
3879655,go,,go,v,2949,984656,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3879837,going,,go,n:gerund,2949,984706,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3879854,going,,go,n:gerund,2949,984703,2,36,3295,CHI,Adam,Target_Child,2949,38.29647426025175,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3879928,going,,go,part,2949,984737,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880021,going,,go,n:gerund,2949,984768,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880049,go,,go,v,2949,984779,2,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3880147,go,,go,v,2949,984812,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3880159,going,,go,n:gerund,2949,984816,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880328,going,,go,n:gerund,2949,984869,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,trail off,3,Eng-NA,,,PRESP,2,eng,Brown,
3880392,going,,go,part,2949,984901,2,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880469,going,,go,part,2949,984917,3,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880508,goes,,go,v,2949,984936,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3880577,going,,go,part,2949,984965,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880630,going,,go,part,2949,984981,1,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3880726,go,,go,v,2949,985009,2,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3880899,go,,go,v,2949,985061,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3880988,going,,go,part,2949,985094,1,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3881046,go,,go,v,2949,985104,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3881128,go,,go,v,2949,985128,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3881154,going,,go,n:gerund,2949,985145,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3881295,go,,go,v,2949,985173,3,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3881577,go,,go,v,2949,985266,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3881622,going,,go,n:gerund,2949,985285,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3881638,go,,go,v,2949,985290,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3881732,going,,go,n:gerund,2949,985316,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3881782,go,,go,v,2949,985317,5,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3881786,went,,go,v,2949,985335,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3881937,going,,go,n:gerund,2949,985377,2,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3881952,go,,go,v,2949,985382,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3882085,going,,go,part,2949,985420,2,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882132,going,,go,n:gerund,2949,985435,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882161,go,,go,v,2949,985440,3,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3882320,going,,go,part,2949,985491,1,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882400,going,,go,part,2949,985516,1,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,trail off,3,Eng-NA,,,PRESP,2,eng,Brown,
3882481,going,,go,part,2949,985523,6,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882549,going,,go,n:gerund,2949,985544,2,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882587,going,,go,part,2949,985561,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882717,go,,go,v,2949,985605,2,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3882792,going,,go,part,2949,985624,3,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3882800,going,,go,n:gerund,2949,985639,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882851,going,,go,part,2949,985652,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882897,going,,go,part,2949,985667,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882938,going,,go,n:gerund,2949,985680,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3882957,going,,go,part,2949,985685,2,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3883148,going,,go,part,2949,985753,2,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3883195,going,,go,n:gerund,2949,985765,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3883346,going,,go,part,2949,985822,1,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3883403,go,,go,v,2949,985836,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3883432,go,,go,v,2949,985837,4,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3883461,go,,go,v,2949,985859,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3883527,go,,go,v,2949,985888,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3883531,going,,go,part,2949,985874,3,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3883542,going,,go,part,2949,985891,1,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3883646,going,,go,part,2949,985925,3,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3883693,go,,go,v,2949,985944,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3883861,go,,go,v,2949,986000,1,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3884013,go,,go,v,2949,986037,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3884079,go,,go,v,2949,986055,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3884122,go,,go,v,2949,986071,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3884564,go,,go,v,2949,986219,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3884569,go,,go,v,2949,986214,3,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3884731,go,,go,v,2949,986268,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3884900,going,,go,part,2949,986327,2,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3885061,go,,go,v,2949,986386,2,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3885125,go,,go,v,2949,986397,3,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3885136,going,,go,part,2949,986409,1,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3885186,go,,go,v,2949,986415,4,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885211,go,,go,v,2949,986432,2,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885276,goes,,go,v,2949,986448,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3885283,going,,go,n:gerund,2949,986453,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3885300,going,,go,part,2949,986460,2,36,3289,CHI,Adam,Target_Child,2949,35.42783219367954,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3885358,gone,,go,part,2949,986483,1,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,PASTP,2,eng,Brown,
3885367,go,,go,v,2949,986476,3,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3885605,go,,go,v,2949,986548,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3885762,goes,,go,v,2949,986602,2,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3885781,go,,go,v,2949,986610,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885793,goes,,go,v,2949,986602,4,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3885828,go,,go,v,2949,986611,4,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885869,go,,go,v,2949,986632,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885959,go,,go,v,2949,986657,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885960,go,,go,v,2949,986659,1,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3885993,goes,,go,v,2949,986660,3,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3886013,go,,go,v,2949,986668,3,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3886254,go,,go,v,2949,986749,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3886298,go,,go,v,2949,986769,1,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3886331,go,,go,v,2949,986768,3,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3886375,going,,go,n:gerund,2949,986788,2,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3886484,went,,go,v,2949,986828,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3886585,go,,go,v,2949,986862,1,36,3289,CHI,Adam,Target_Child,2949,35.42783219367954,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3886640,went,,go,v,2949,986878,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3886644,went,,go,v,2949,986872,3,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,question,3,Eng-NA,,,PAST,2,eng,Brown,
3886711,went,,go,v,2949,986899,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3886732,going,,go,part,2949,986910,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3886875,go,,go,v,2949,986952,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3886948,go,,go,v,2949,986974,1,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3887032,goes,,go,v,2949,986984,4,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3887333,go,,go,v,2949,987068,6,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3887673,go,,go,v,2949,987191,3,36,3287,CHI,Adam,Target_Child,2949,34.526376311628574,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3887700,going,,go,part,2949,987214,1,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3887771,go,,go,v,2949,987225,3,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3887790,go,,go,v,2949,987227,4,36,3287,CHI,Adam,Target_Child,2949,34.526376311628574,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3887804,go,,go,v,2949,987220,4,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3887886,go,,go,v,2949,987258,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3887890,go,,go,v,2949,987268,3,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3887894,go,,go,v,2949,987257,4,36,3287,CHI,Adam,Target_Child,2949,34.526376311628574,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3887955,go,,go,v,2949,987287,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3888043,go,,go,v,2949,987297,6,36,3287,CHI,Adam,Target_Child,2949,34.526376311628574,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3888081,goes,,go,v,2949,987330,1,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3888190,go,,go,v,2949,987364,2,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3888232,going,,go,part,2949,987375,2,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3888255,go,,go,v,2949,987370,5,36,3287,CHI,Adam,Target_Child,2949,34.526376311628574,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3888329,goes,,go,v,2949,987406,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3888420,goes,,go,v,2949,987430,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3888472,go,,go,v,2949,987444,3,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3888477,go,,go,v,2949,987450,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3888548,go,,go,v,2949,987480,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3888577,go,,go,v,2949,987485,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3888628,going,,go,n:gerund,2949,987500,2,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3888638,going,,go,part,2949,987504,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3888667,going,,go,part,2949,987504,3,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3889328,go,,go,v,2949,987705,5,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3889346,go,,go,v,2949,987716,4,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3889458,go,,go,v,2949,987748,4,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3889483,go,,go,v,2949,987765,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3889524,go,,go,v,2949,987777,3,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3889613,going,,go,part,2949,987810,2,36,3295,CHI,Adam,Target_Child,2949,38.29647426025175,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3889743,go,,go,v,2949,987855,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3889929,go,,go,v,2949,987910,3,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3890062,go,,go,v,2949,987951,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3890073,went,,go,v,2949,987955,3,36,3295,CHI,Adam,Target_Child,2949,38.29647426025175,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3890324,going,,go,n:gerund,2949,988026,2,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3890372,go,,go,v,2949,988048,1,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3890385,going,,go,n:gerund,2949,988047,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3890627,go,,go,v,2949,988128,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3890837,go,,go,v,2949,988193,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3890839,going,,go,part,2949,988188,2,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3890893,going,,go,part,2949,988200,2,36,3294,CHI,Adam,Target_Child,2949,37.85498675537485,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3890912,goes,,go,v,2949,988201,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,3S,2,eng,Brown,
3890994,go,,go,v,2949,988227,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891019,go,,go,v,2949,988244,1,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891054,go,,go,v,2949,988253,1,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3891058,go,,go,v,2949,988251,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891064,go,,go,v,2949,988259,1,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891139,go,,go,v,2949,988282,1,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891391,go,,go,v,2949,988352,5,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891469,go,,go,v,2949,988393,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891604,go,,go,v,2949,988446,1,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3891930,going,,go,part,2949,988541,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3892097,going,,go,n:gerund,2949,988589,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3892333,go,,go,v,2949,988658,3,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3892395,goes,,go,v,2949,988685,1,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3892444,goes,,go,v,2949,988696,1,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3893412,going,,go,part,2949,988989,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3893528,going,,go,n:gerund,2949,989018,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3893604,goes,,go,v,2949,989036,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3893665,go,,go,v,2949,989060,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3893739,go,,go,v,2949,989077,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3893803,go,,go,v,2949,989114,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3893806,go,,go,v,2949,989118,1,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3893820,go,,go,v,2949,989107,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3893822,go,,go,v,2949,989120,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3893913,go,,go,v,2949,989150,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3893934,going,,go,part,2949,989159,2,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3893938,gone,,go,part,2949,989155,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,PASTP,2,eng,Brown,
3894069,go,,go,v,2949,989214,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3894107,goes,,go,v,2949,989219,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3894157,going,,go,part,2949,989235,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
